ID,ReviewRating,ProfilePhoto,Tokens,Characters,Paragraphs,Sentences,Sentences per Paragraph,Tokens per Sentence,Characters per Token,Passive Sentences,Review Polarity,Title Depth,Title Polarity,SimilarWords,HardToSpellWords,Nouns,Verbs,Adverbs,Adjectives,NetLingo,Smileys,Hash,SpellMistakes%,StopWords%,SMOG,FLESCH_READING,FLESCH_KINCAID,ARI,COLEMAN_LIAU,GUNNING_FOG,SMOG_INDEX,COMPLEXWORDS,SYLLABLES,AboutDisclosure,BadgeCount,MemberSince,PastRatings,AveragPastRatings,Past Reviews,HelpfulVotes,TotalVotes,Label
3341,5,0,89,431,7,10,1.6,8.2,4.6,67.4,0.037740215,3,0.63376322,32.40740741,0.925925926,0.008538384,0.0046573,0.005433517,0.00698595,0.013224107,0.192097552,0.012528101,3.703703704,41.66666667,8.842,71.808,5.344,3.207,6.723,7.6,8.477,11,139,0,2,10,0,0,0,14,27,Low
3342,5,0,376,1.736,14,20,1.6,18.5,4.4,62,0.075165223,3,0,32.78688525,1.170960187,0.041017545,0.010060907,0.034052301,0.018573982,0.013184922,0.191528341,0.012490979,1.639344262,50.35128806,12.489,58.522,10.065,9.455,9.317,13.2,11.974,51,575,0,2,10,0,0,0,14,27,Low
2964,5,0,106,498,5,9,1.8,11.7,4.5,72.3,0.883717207,2,0,33.33333333,1.550387597,0.010051728,0.003092839,0.005412469,0.006185679,0.01317313,0.19135704,0.012479807,3.100775194,43.41085271,9.995,74.875,6.018,4.22,6.217,9.2,9.583,13,163,0,2,10,0,0,0,15,29,Low
2966,5,0,710,3.209,5,45,9,15.7,4.3,69,-2.07172257,1,0,32.30958231,1.597051597,0.07458383,0.019991542,0.052285571,0.039983084,0.013099202,0.19028315,0.012409771,3.194103194,49.50859951,10.355,70.72,7.414,6.631,8.176,10,9.928,72,1030,0,2,10,0,0,0,15,29,Low
3015,5,0,237,1.068,7,12,2,19.2,4.3,63.8,-0.635509827,2,0,36.46209386,1.444043321,0.027628337,0.011511807,0.009209446,0.013046715,0.013074234,0.190608571,0.012386117,1.805054152,41.87725632,11.645,59.372,11.465,11.869,8.514,13.6,11.165,20,336,0,2,6,0,0,0,15,29,Low
1703,0,0,274,1.205,5,13,2.6,20.1,4.3,65.6,6.558392014,15,0.918333333,33.7704918,0.327868852,0.029100711,0.005360657,0.014550356,0.017613589,0.013046852,0.190209368,0.012360176,6.557377049,49.50819672,10.763,66.055,8.943,8.359,8.126,11.2,10.319,25,394,0,2,6,354,7.090395,204,4,8,Low
1921,10,0,235,1.097,5,16,3.2,14.6,4.5,66,3.476474482,9,0.620006166,34.58646617,3.759398496,0.026754728,0.008408629,0.011466312,0.012230733,0.013023065,0.189862572,0.01233764,5.263157895,46.9924812,10.914,64.976,8.384,8.094,9.58,10.8,10.464,26,348,0,2,6,354,7.090395,204,4,8,Low
1927,10,0,260,1.231,2,12,6,21.6,4.6,56.6,-1.110268237,2,0,37.88395904,2.04778157,0.032041746,0.004577392,0.007628987,0.012969278,0.012996963,0.189482037,0.012312912,6.484641638,47.09897611,12.745,55.104,10.977,11.064,10.235,13.6,12.22,34,400,0,2,6,354,7.090395,204,4,8,Low
1930,9,0,717,3.312,10,34,3.4,21,4.4,63.5,3.430261202,10,-0.003214816,30.55214724,3.190184049,0.076628352,0.022760897,0.031865255,0.036417435,0.012924906,0.188431529,0.012244648,4.417177914,54.60122699,12.055,64.088,9.625,10.072,9.243,12.8,11.558,83,1039,0,2,6,354,7.090395,204,4,8,Low
1954,9,0,493,2.43,3,19,6.3,25.9,4.8,50.5,-1.555972468,4,0,38.43351548,1.821493625,0.063490144,0.014360866,0.021163381,0.031745072,0.012876816,0.187730427,0.012199089,5.282331512,46.81238616,13.937,49.84,12.845,13.874,10.895,15.6,13.362,68,770,0,2,6,354,7.090395,204,4,8,Low
1978,10,0,99,436,5,8,1.6,12.3,4.2,72.9,-0.815737773,9,0,30.35714286,0.892857143,0.006797429,0.00075527,0.005286889,0.006042159,0.01286705,0.187588038,0.012189836,2.678571429,49.10714286,9.828,73.297,6.048,4.929,7.582,9.2,9.423,11,139,0,2,6,354,7.090395,204,4,8,Low
2002,10,0,274,1.204,1,17,17,16.1,4.2,75.3,-1.549822929,8,-0.005,33.86075949,1.582278481,0.032406605,0.013565556,0.012058272,0.006029136,0.012839573,0.187863225,0.012163806,5.696202532,47.46835443,8.495,77.909,6.557,5.991,7.008,8.4,8.145,15,377,0,2,6,354,7.090395,204,4,8,Low
2020,10,0,268,1.246,6,8,1.3,33.5,4.5,43.4,2.135108583,9,0,35.90604027,2.348993289,0.031586547,0.01128091,0.019553577,0.013537092,0.012813769,0.187485669,0.01213936,4.362416107,53.02013423,14.375,44.523,15.527,16.526,10.327,18,13.782,31,412,0,2,6,354,7.090395,204,4,8,Low
2316,10,0,615,2.997,8,39,4.8,15.7,4.7,65.3,2.951395502,15,0.872532296,36.06998654,2.826379542,0.068855575,0.019459184,0.021704475,0.026943486,0.012749881,0.187892982,0.012078835,6.729475101,41.85733513,10.099,69.01,7.303,7.108,8.654,9.6,9.682,64,922,0,2,8,354,7.090395,204,4,8,Low
2735,0,0,275,1.22,1,14,14,19.6,4.3,67.5,-3.36263008,7,0,31.37254902,2.614379085,0.032862798,0.015684517,0.01269699,0.010456345,0.012723754,0.187507952,0.012054083,4.901960784,54.24836601,10.609,67.997,8.708,8.626,8.37,10.8,10.171,24,390,0,3,8,0,0,0,4,8,Low
2745,7,0,990,4.85,6,47,7.8,21,4.7,54.1,7.789986948,3,0,36.49373882,2.862254025,0.10229724,0.02891009,0.033357796,0.071163298,0.0126292,0.188108611,0.011964505,5.18783542,49.64221825,13.129,53.273,11.151,11.345,10.79,14,12.587,144,1569,0,3,8,0,0,0,4,8,Low
2931,9,0,306,1.508,5,16,3.2,19.1,4.8,54.4,-6.014960679,6,-0.381666667,38.95348837,2.325581395,0.032540046,0.009614105,0.01700957,0.022186395,0.012600389,0.188342651,0.01193721,4.069767442,47.09302326,13.428,51.365,10.924,10.551,11.04,14,12.874,52,499,0,3,8,0,0,0,4,8,Low
2942,10,0,182,808,5,12,3,14.9,4.1,75.4,-0.486955415,8,0,32.69230769,1.923076923,0.019201796,0.005908245,0.008862367,0.007385306,0.012583031,0.188083207,0.011920767,3.365384615,47.11538462,10.126,74.749,6.705,5.756,7.453,9.6,9.708,18,257,0,3,8,0,0,0,4,8,Low
3150,10,0,519,2.394,8,18,2.2,28.8,4.5,51.5,3.062048998,5,0,37.52181501,2.268760908,0.050760301,0.012506161,0.025747979,0.035311514,0.012535462,0.187372171,0.011875701,8.90052356,50.2617801,13.295,51.924,13.304,14.057,9.236,15.6,12.747,57,781,0,3,8,0,0,0,4,8,Low
3414,7,0,598,3.018,13,33,2.5,18.1,4.8,54,0.238213635,2,0,35.29411765,2.582496413,0.05565523,0.01684303,0.038079895,0.032953755,0.012478081,0.186514478,0.01182134,5.021520803,45.76757532,12.719,55.091,10.258,9.984,10.699,12.8,12.195,93,975,0,3,8,0,0,0,4,8,Low
3495,10,0,140,622,1,6,6,23.3,4.3,62.8,0.544743083,1,0,37.01298701,2.597402597,0.017557079,0.003657725,0.008046994,0.005120815,0.012465474,0.186326031,0.011809396,5.194805195,50.64935065,11.855,62.383,10.396,10.63,8.598,12.8,11.367,14,201,0,3,8,0,0,0,4,8,Low
3499,10,0,229,1.119,3,9,3,25.4,4.8,41.3,3.033245403,8,0.045,43.25396825,2.777777778,0.020447956,0.002190852,0.007302842,0.014605683,0.012444899,0.186018484,0.011789904,10.31746032,45.63492063,14.068,46.842,13.13,13.283,10.492,15.6,13.488,33,367,0,3,8,0,0,0,4,8,Low
3505,10,0,130,655,3,6,2,21.6,4.8,48.1,0.558480178,6,0.031722484,38.31168831,4.545454545,0.023346247,0.00145914,0.003647851,0.006566132,0.012432358,0.185831038,0.011778024,5.844155844,44.80519481,13.295,48.213,12.041,11.964,11.1,14.4,12.747,19,214,0,3,8,0,0,0,4,8,Low
3512,10,0,992,4.252,1,37,37,26.8,4.2,67.3,1.57771542,4,0.05334643,32.8358209,1.492537313,0.104282083,0.039829962,0.039829962,0.040554143,0.012345759,0.184536612,0.011695982,5.130597015,56.43656716,11.092,65.54,11.336,12.388,7.322,14,10.635,68,1344,0,3,10,0,0,0,4,8,Low
3638,0,0,116,475,5,9,2.2,12.6,4,81.9,1.359400184,9,0.143939394,31.78294574,3.100775194,0.011576921,0.004341346,0.001447115,0.002170673,0.01233542,0.18438206,0.011686187,5.426356589,50.3875969,7.909,83.014,4.612,2.711,5.011,6.4,7.583,7,156,1,5,10,0,0,182,4,8,Low
3929,8,0,584,2.947,1,23,23,25.3,4.9,45.9,6.153379841,9,0.332725061,40.81632653,2.354788069,0.059076959,0.015129465,0.019452169,0.036022536,0.012284615,0.183622668,0.011638056,9.419152276,48.66562009,13.753,49.037,12.703,13.532,11.107,15.2,13.186,83,948,1,5,10,0,0,182,4,8,Low
4212,10,0,216,1.076,9,13,1.4,16.6,4.8,56,2.607042132,5,0,44.11764706,2.521008403,0.022298789,0.004315895,0.007912474,0.015824947,0.01226574,0.183340542,0.011620175,12.18487395,43.27731092,11.951,56.462,9.569,9.532,11.386,12,11.458,31,345,1,5,10,0,0,182,4,8,Low
4317,10,0,178,780,1,7,7,25.4,4.2,56.9,0.246272881,3,0,35.35353535,3.03030303,0.023706556,0.007183805,0.005028663,0.004310283,0.012250082,0.183106492,0.011605341,4.04040404,53.03030303,12.785,56.728,11.771,11.249,7.899,14.4,12.258,20,265,1,5,10,0,0,182,4,8,Low
4622,9,0,361,1.762,3,11,3.6,32.8,4.7,42.7,0.424367826,5,0,43.24324324,4.176904177,0.042272695,0.006448377,0.011463782,0.017912159,0.012218021,0.183270314,0.011574967,8.353808354,43.24324324,14.023,44.256,15.307,17.19,11.805,17.2,13.445,40,555,1,5,10,0,0,182,4,8,Low
5139,10,0,114,544,1,8,8,14.2,4.6,64.7,0.220722237,4,0,35.9375,1.5625,0.010738447,0.003579482,0.002863586,0.007158965,0.012207972,0.183119587,0.011565448,7.8125,49.21875,10.686,64.241,7.87,7.464,9.345,10.4,10.246,14,174,1,5,10,0,0,182,4,8,Low
1668,10,0,854,4.463,11,29,2.6,29.4,5.1,35.5,9.194643367,15,0.205118518,41.1946447,2.059732235,0.102442252,0.012805281,0.030590395,0.062603598,0.01213228,0.181984202,0.011493739,7.209062822,44.38722966,16.797,34.984,15.97,16.769,12.866,19.2,16.104,166,1475,1,5,10,0,0,182,5,10,Low
1914,8,0,713,3.306,4,60,15,11.8,4.5,74.8,1.307149271,5,0.004820937,33.83084577,2.36318408,0.072901258,0.014155584,0.038927856,0.027603389,0.012070313,0.181054691,0.011435033,6.71641791,49.25373134,9.029,74.283,5.888,5.547,8.411,8,8.657,64,1027,1,5,6,0,0,182,5,10,Low
2080,0,0,333,1.683,1,14,14,23.7,4.9,50.8,2.762645449,11,0,39.11917098,1.813471503,0.035304501,0.00564872,0.01129744,0.014121801,0.012040787,0.180611799,0.011407061,8.808290155,45.59585492,13.817,50.806,12.206,13.196,11.316,15.2,13.247,49,528,0,3,6,0,0,254,5,10,Low
2474,9,0,287,1.279,4,10,2.5,26.9,4.4,61.2,-1.435800772,15,-0.246132559,33.22259136,2.990033223,0.029595806,0.005637296,0.011274593,0.015502565,0.012017862,0.180267935,0.011385343,2.990033223,58.4717608,12.516,58.874,12.128,13.594,9.178,14.8,12,27,401,0,3,6,0,0,254,5,10,Low
2604,10,0,856,4.005,9,51,5.6,16.7,4.5,66.5,-4.150473041,3,0,32.60219342,1.794616152,0.077719119,0.02170534,0.03430844,0.051812746,0.0119421,0.179131495,0.011313568,5.882352941,48.65403789,10.776,66.763,8.564,8.111,8.523,10.8,10.331,86,1278,0,3,6,0,0,254,5,10,Low
2667,10,0,117,549,1,5,5,23.4,4.5,59.4,0.451316051,2,0.291666667,32.08955224,2.23880597,0.009793977,0.002098709,0.005596558,0.005596558,0.01193205,0.179608754,0.011304047,7.462686567,52.98507463,13.024,58.174,11.306,11.063,8.328,14.4,12.487,15,181,0,3,6,0,0,254,5,10,Low
2727,10,0,127,533,1,8,8,13.2,4.1,76,1.28784229,5,0.264263266,26.08695652,3.623188406,0.012580902,0.004193634,0.002795756,0.003494695,0.011921718,0.179453232,0.011294259,5.797101449,58.69565217,9.957,74.018,7.513,6.77,6.943,10,9.547,10,174,0,3,6,0,0,254,5,10,Low
2753,9,0,333,1.574,5,12,2.4,27.7,4.5,51.6,1.843364267,3,0,36.41025641,1.025641026,0.031378127,0.00418375,0.009064792,0.020918752,0.011892616,0.179641093,0.011266689,7.948717949,47.43589744,13.295,50.004,13.241,13.779,9.723,15.6,12.747,38,510,0,3,6,0,0,254,5,10,Low
2774,10,0,174,857,1,1,1,174,4.8,0,1.243697176,7,0.136415881,36.97916667,1.5625,0.013231658,0.010446046,0.008356837,0.010446046,0.011878341,0.179425463,0.011253165,7.8125,46.35416667,22.919,-103.619,74.665,93.505,9.754,78,21.974,12,265,0,3,6,0,0,254,5,10,Low
2835,10,0,133,613,4,12,3,11,4.4,70.9,1.238342751,5,0.416666667,30.96774194,1.935483871,0.011827568,0.004174436,0.004870175,0.004870175,0.011866842,0.179251764,0.011242271,4.516129032,47.74193548,9.516,71.743,6.089,4.597,7.609,8.4,9.124,15,200,0,3,6,0,0,254,5,10,Low
2842,10,0,131,567,1,13,13,10,4.1,78.5,-0.133459846,6,0,24.51612903,1.935483871,0.009731075,0.00208523,0.006255691,0.005560614,0.011855365,0.179702368,0.011231398,0.64516129,51.61290323,8.842,78.856,5.055,3.105,5.847,7.6,8.477,12,186,0,3,8,0,0,254,5,10,Low
2851,0,0,111,580,1,3,3,37,5.1,31.3,0.461333998,2,0,46.4,2.4,0.010417752,0.001389034,0.003472584,0.006250651,0.011846125,0.179562317,0.011222645,9.6,40.8,16.728,29.624,18.65,20.877,13.138,20.8,16.038,17,188,0,2,8,0,0,0,5,10,Low
2911,10,0,184,826,1,7,7,26.2,4.3,59.6,0.775291903,24,0.610953001,28.36538462,2.884615385,0.015259657,0.006242587,0.00901707,0.009710691,0.011830782,0.179329755,0.01120811,2.884615385,54.80769231,11.208,60.285,11.487,11.875,8.146,13.2,10.746,14,264,0,2,8,0,0,0,5,10,Low
2912,9,0,308,1.476,7,7,1,44,4.7,37.7,-1.308446305,6,0.053695905,41.08761329,1.510574018,0.024915564,0.004844693,0.008997287,0.018686673,0.011806449,0.178960908,0.011185057,12.68882175,47.73413897,15.343,36.751,19.419,22.716,11.001,22,14.711,32,466,0,2,8,0,0,0,5,10,Low
3246,10,0,590,2.798,9,30,3.3,19.6,4.6,58.3,-1.376811329,6,0,36.84210526,2.941176471,0.053070142,0.013784453,0.017919788,0.025501237,0.011759245,0.178245397,0.011140337,7.73993808,49.53560372,11.918,57.982,10.149,10.052,10.043,12.4,11.426,71,913,0,2,8,0,0,0,5,10,Low
3509,10,0,111,500,3,7,2.3,15.8,4.3,70.3,0.58388667,2,0,33.08823529,0.735294118,0.013084318,0.000688648,0.006886483,0.006886483,0.011749355,0.178713878,0.011130968,5.147058824,43.38235294,8.418,74.784,6.945,6.061,7.217,8.4,8.071,6,158,0,2,8,0,0,0,5,10,Low
3637,9,0,805,3.85,2,35,35,22.5,4.6,56.6,-0.046429762,6,0.039306523,35.35353535,1.795735129,0.076015422,0.030132239,0.036295652,0.03218671,0.011684973,0.179579587,0.011069975,6.060606061,51.51515152,12.603,53.775,11.328,11.723,10.643,13.6,12.083,99,1243,0,2,8,0,0,0,5,10,Low
4536,10,0,354,1.635,4,17,4.2,20.8,4.4,63.3,-0.715973304,11,-0.025510204,32.67326733,2.722772277,0.040304951,0.006148213,0.012296426,0.011613291,0.011656013,0.17913451,0.011042538,5.940594059,50.24752475,11.892,62.717,9.787,9.828,9.012,12.8,11.402,40,523,0,2,8,0,0,0,5,10,Low
4635,10,0,477,2.147,7,33,4.7,14.4,4.3,74.2,-0.061575755,6,0,35.02722323,1.08892922,0.044256524,0.016340871,0.014979131,0.014979131,0.011616745,0.178531032,0.011005338,6.896551724,47.18693285,9.178,73.826,6.613,6.031,7.351,8.4,8.8,37,677,0,2,8,0,0,0,5,10,Low
5088,10,0,129,624,3,6,2,21.1,4.5,57.4,-0.202762511,12,0.259353741,35.17241379,4.137931034,0.00952368,0.000680263,0.00476184,0.006802629,0.011606456,0.178983763,0.01099559,9.655172414,37.93103448,14.555,50.246,14.387,15.511,9.918,17.6,13.954,16,191,0,2,8,0,0,0,5,10,Low
6819,0,0,187,894,5,15,3,12.4,4.6,67,0.34139241,5,0,42.92237443,1.826484018,0.025137236,0.002717539,0.006114463,0.010870156,0.011590949,0.178744639,0.010980899,4.109589041,36.98630137,10.504,67.675,6.983,6.045,8.597,10,10.071,25,285,0,2,4.3,0,0,0,5,10,Low
993,0,0,612,2.878,5,29,5.8,21.1,4.6,60.4,4.754513191,13,0,33.91304348,1.884057971,0.056148231,0.016912118,0.029088843,0.027059389,0.011542364,0.177995395,0.010934871,4.492753623,49.71014493,12.794,59.736,10.316,10.337,9.363,13.6,12.266,83,930,0,5,4.3,0,0,0,6,12,Low
1974,10,0,545,2.516,5,31,6.2,17.5,4.4,67.7,-3.371081336,9,-0.083333333,33.125,3.125,0.053915985,0.012131097,0.014826896,0.025610093,0.011497661,0.179121458,0.010892521,5.15625,48.125,10.479,67.453,8.563,8.743,9.073,10.4,10.047,48,781,0,5,4.3,0,0,0,6,12,Low
2354,10,0,123,567,1,10,10,12.3,4.4,68.4,0.057132064,5,0,31.88405797,1.449275362,0.014141224,0.000673392,0.002693566,0.007407308,0.011488068,0.178971999,0.010883432,4.347826087,48.55072464,10.126,69.632,6.578,5.826,8.657,9.6,9.708,15,180,0,5,4.3,0,0,0,6,12,Low
3281,10,0,184,853,1,12,12,15.3,4.5,73.1,-0.538789013,3,0,36.53846154,0.961538462,0.020848886,0.006052902,0.004707813,0.006052902,0.011473638,0.1787472,0.010869762,4.807692308,47.59615385,9.929,71.13,7.209,7.166,9.217,9.6,9.519,17,265,0,5,4.3,0,0,0,6,12,Low
3500,9,0,350,1.539,1,11,11,31.8,4.3,58,0.945593079,2,0,32.25806452,1.075268817,0.036902597,0.004696694,0.012077214,0.012077214,0.011447921,0.178346559,0.010845399,5.107526882,58.06451613,11.741,57.79,13.149,14.815,9.517,15.6,11.257,25,485,0,5,4.3,0,0,0,6,12,Low
3636,8,0,945,4.515,10,54,5.4,17.5,4.6,60.6,0.550770589,3,0,37.91208791,2.106227106,0.097992814,0.013998973,0.03599736,0.049329716,0.011373091,0.17718079,0.010774508,5.21978022,45.14652015,11.284,61.157,9.304,8.775,9.458,11.6,10.819,108,1465,0,5,4.3,0,0,0,6,12,Low
3376,0,0,291,1.48,6,18,3,16.1,4.9,54.3,3.586554617,4,0.125,35.39823009,0.884955752,0.041911706,0.003326326,0.010644243,0.016631629,0.01135006,0.176821983,0.010752688,2.064896755,45.13274336,12.65,55.045,9.819,9.022,10.616,13.2,12.129,50,488,1,2,13,0,0,0,3144,4123,High
3378,10,0,462,2.248,1,20,20,23.1,4.7,54.4,-1.593482255,5,0,39.69754253,0.945179584,0.037139219,0.009284805,0.017243209,0.029844015,0.011314305,0.178051438,0.010718816,5.103969754,43.66729679,11.996,58.299,10.401,10.817,10.254,12.8,11.501,53,701,1,2,13,0,0,0,2204,3218,High
3378,10,0,167,791,4,12,3,13.9,4.5,65.5,3.358689881,5,0,36.26943005,1.554404145,0.023848641,0.001324924,0.007287085,0.003974773,0.011301317,0.17784704,0.010706511,5.699481865,45.07772021,10.126,65.39,7.637,6.876,8.792,9.6,9.708,18,254,1,2,13,0,0,0,1938,3009,High
3369,10,0,480,2.189,7,20,2.8,24,4.4,58.7,8.010673786,9,0,37.54512635,1.624548736,0.042921006,0.009244524,0.021130341,0.024431957,0.011264199,0.177262918,0.010671346,4.151624549,45.84837545,12.071,60.023,10.949,11.038,8.546,13.6,11.573,49,704,1,2,13,0,0,0,1216,1799,High
3369,10,0,516,2.466,9,27,3,19.1,4.6,63.3,0.661404889,5,0,33.6038961,1.136363636,0.038159401,0.011842573,0.019079701,0.021711383,0.011223212,0.17720861,0.010632517,3.571428571,44.80519481,11.438,64.564,9.385,9.456,8.91,12,10.966,55,770,1,2,13,0,0,0,1139,1687,High
3369,10,0,666,3.219,1,65,65,10.2,4.6,69.2,2.352444257,4,0,33.95755306,1.373283396,0.046502793,0.018994099,0.030783539,0.032748446,0.01117036,0.176374101,0.010582446,6.741573034,39.82521848,9.178,70.882,5.977,4.456,8.016,8,8.8,74,1025,1,2,13,0,0,0,835,1271,High
3371,10,0,377,1.806,2,17,8.5,22.1,4.7,52.8,6.171603051,6,0,38.01452785,2.663438257,0.035933386,0.006533343,0.012413352,0.01829336,0.011143303,0.175946887,0.010556813,5.326876513,48.42615012,13.024,53.967,11.3,11.496,10.362,14,12.487,51,586,1,2,13,0,0,0,963,1547,High
3365,10,0,851,3.741,5,22,5.5,38.5,4.2,54.4,2.79376662,13,0.484793187,33.29907503,1.952723535,0.062360339,0.027932235,0.036376864,0.029880996,0.011080074,0.174948536,0.010496912,2.774922919,48.71531346,12.356,54.186,15.196,16.985,8.343,17.6,11.847,60,1183,1,2,13,0,0,0,449,586,High
3368,10,0,390,1.817,2,19,9.5,20,4.5,63.1,-2.188257815,15,-0.234864542,36.94690265,0.663716814,0.032396639,0.014254521,0.01166279,0.018142118,0.011050945,0.174488603,0.010469316,5.088495575,44.02654867,11.208,63.71,9.242,9.193,9.239,11.6,10.746,40,571,1,2,13,0,0,0,767,1224,High
3369,10,0,844,3.938,8,52,6.5,16.2,4.5,63.8,10.70117143,16,0.770126856,36.17886179,1.524390244,0.080543313,0.01481997,0.038016444,0.046392948,0.010988058,0.174652286,0.010409739,5.284552846,44.91869919,11.287,63.265,8.6,7.72,9.171,11.2,10.822,104,1279,1,2,13,0,0,0,606,923,High
3371,0,0,131,577,3,8,2.6,16.3,4.2,73.9,0.410673857,7,0,34.61538462,1.282051282,0.012231865,0.002575129,0.007081606,0.002575129,0.010978153,0.17449486,0.010400356,5.128205128,44.87179487,9.151,74.795,6.498,5.259,6.336,8.4,8.774,10,184,1,2,13,0,0,0,1037,1830,Low
3365,10,0,122,617,1,12,12,10.1,4.8,66.1,1.609403335,8,0,34.86842105,3.947368421,0.013508385,0.001929769,0.005146051,0.008362333,0.01096852,0.174341744,0.01039123,0.657894737,40.13157895,9.3,66.861,6.563,5.632,9.424,8.4,8.916,14,194,1,2,13,0,0,0,280,400,High
3361,9,0,156,778,1,12,12,13,4.8,55.3,1.3505292,5,0,43.64640884,1.657458564,0.019277976,0.001927798,0.007068591,0.007068591,0.010957071,0.174159766,0.010380383,6.077348066,37.56906077,12.01,54.24,9.006,7.344,9.846,12.4,11.515,29,263,1,2,13,0,0,0,215,315,High
3363,8,0,982,4.606,15,60,4.2,16.3,4.5,64.7,-7.939557425,8,-0.535,33.79310345,1.551724138,0.095764649,0.021068223,0.042774876,0.050436048,0.01088426,0.174148163,0.010311404,2.844827586,46.37931034,11.174,64.989,8.385,7.561,8.908,10.8,10.714,119,1492,1,2,13,0,0,0,259,461,Low
2095,10,0,119,501,1,7,7,15.4,4.1,75.2,-2.263930211,1,0,28.78787879,0.757575758,0.0063793,0.00574137,0.007655161,0.00701723,0.010876036,0.174016577,0.010303613,2.272727273,50,9.188,77.054,6.331,4.829,6.425,8.8,8.809,9,166,1,2,13,0,0,0,85,117,High
3275,8,0,363,1.533,5,19,3.8,19.1,4.1,72,2.318543646,5,0.484983366,33.5,0.75,0.043913522,0.005727851,0.01781998,0.019092836,0.01085119,0.173619043,0.010280075,3,52.25,10.194,70.628,8.8,8.518,7.079,11.2,9.774,26,498,1,2,13,0,0,0,104,188,Low
3366,10,0,411,1.994,4,19,4.7,21.6,4.7,53.7,-4.207271524,4,0,38.11563169,1.927194861,0.044430058,0.005712436,0.019041453,0.023484459,0.010822326,0.174296406,0.01025273,2.141327623,46.25267666,13.196,54.743,11.181,11.132,9.934,14,12.652,59,650,1,2,13,0,0,0,30,50,Low
3353,4,0,448,2.1,5,16,3.2,28,4.6,49,5.64422322,7,0.039306523,38.30227743,1.863354037,0.041771094,0.011392117,0.022151338,0.025315815,0.010792634,0.173818207,0.0102246,3.3126294,51.55279503,13.526,49.803,13.44,14.042,9.622,15.6,12.969,53,694,1,2,13,0,0,0,178,346,Low
3369,10,0,375,1.755,9,26,2.8,14.4,4.5,71.9,2.763168835,5,0,33.87850467,2.102803738,0.032199206,0.005682213,0.018309352,0.016415281,0.010766459,0.173396648,0.010199803,3.037383178,45.3271028,10.035,72.331,6.821,6.717,8.212,9.2,9.622,38,540,1,2,13,0,0,0,78,148,Low
6281,0,0,144,659,3,11,3.6,13,4.4,71.3,-0.462035896,4,0.625,34.7826087,2.48447205,0.017031047,0.002523118,0.002523118,0.004415457,0.010756645,0.173238599,0.010190506,5.590062112,49.68944099,10.019,72.837,6.397,5.853,8.019,9.2,9.606,16,208,0,3,17,0,0,19,199,324,High
215,1,0,79,382,1,2,2,36.5,4.7,48.1,0.423352329,4,0,47.6744186,1.162790698,0.007565346,0.002521782,0.002521782,0.003152227,0.01075141,0.173154294,0.010185547,24.41860465,41.86046512,10.504,57.793,12.403,13.047,8.182,13.6,10.071,5,123,0,3,17,0,0,19,84,104,High
4958,1,0,100,467,1,4,4,25,4.4,53.7,-1.249309339,6,0,37.28813559,0,0.008190576,0.003150221,0.005040354,0.005670399,0.010744236,0.173038753,0.01017875,5.084745763,46.61016949,14.068,46.182,15.182,16.015,9.976,17.2,13.488,11,151,0,3,17,0,0,19,157,254,High
3609,7,0,940,4.562,10,54,5.4,17.4,4.6,58.8,-4.217596194,5,0.017518641,39.54954955,1.891891892,0.093934346,0.023170472,0.038826196,0.043209799,0.010677217,0.17252134,0.010115258,5.585585586,44.23423423,12.643,55.967,9.948,9.144,10.12,13.2,12.122,147,1502,0,3,17,0,0,19,72,85,High
6079,1,0,144,710,3,10,3.3,14.4,4.8,62.9,2.815747092,3,0.027507818,35.15151515,3.03030303,0.012512747,0.003753824,0.001876912,0.010010198,0.010667325,0.172361521,0.010105887,7.878787879,47.27272727,11.408,65.567,7.965,7.044,9.116,11.2,10.937,21,230,0,3,17,0,0,19,141,235,Low
3352,5,0,974,4.731,16,69,4.3,14,4.6,66.1,3.469365149,14,0,38.29416884,1.566579634,0.093875699,0.023624348,0.030462975,0.046005309,0.010598952,0.173488115,0.010041113,7.136640557,42.73281114,10.228,67.337,7.564,7.053,8.513,9.6,9.806,105,1488,0,3,17,0,0,19,58,73,High
129,4,0,148,517,1,18,18,8.2,3.3,95.5,-7.707924698,9,-0.129081425,25.90361446,0.602409639,0.011180194,0.006832341,0.008695706,0.00993795,0.010589147,0.173327611,0.010031823,1.204819277,49.39759036,4.476,99.472,1.386,-1.421,1.185,3.2,4.291,1,170,0,3,17,0,0,19,48,56,High
6621,0,0,128,557,4,7,1.7,18.2,4.2,66,0.008270642,2,0.166666667,30.98591549,2.112676056,0.013653572,0.003723701,0.003103084,0.002482468,0.010580773,0.173190549,0.01002389,4.225352113,52.11267606,11.766,66.804,8.52,7.428,7.764,12,11.281,16,185,0,3,17,0,0,19,36,42,High
44,1,0,63,254,1,0,0,0,0,0,0.456984504,4,0,26.47058824,0,0.006824118,0,0.003101872,0.004962995,0.010576768,0.17312499,0.010020096,4.411764706,63.23529412,14.555,30.65,24.387,28.334,7.665,27.2,13.954,4,83,0,3,17,0,0,19,37,46,High
25,0,1,133,617,1,5,5,26.6,4.4,53.2,-0.965541065,5,0,33.09859155,4.929577465,0.010537473,0.001239703,0.006198514,0.00433896,0.010568414,0.172988247,0.010012181,4.225352113,50.70422535,14.555,52.183,14.117,15.691,10.143,17.6,13.954,16,188,1,2,0,0,0,0,21,24,High
