Paragraphs,Sentences,Sentences per Paragraph,Nouns,Verbs,Adverbs,Adjectives,StopWords,BadgeCount,MemberSince,Past Reviews,Label
1,6,6,0.008632703,0.00369973,0.006166217,0.006166217,40.84507042,2,3.9,0,High
1,3,3,0.01109194,0,0.004929751,0.004929751,60.34482759,1,3.2,0,Low
1,4,4,0.006157105,0.002462842,0.006157105,0.006157105,56.94444444,3,4.1,0,Low
1,11,11,0.017222502,0.004920715,0.008611251,0.003690536,49.46236559,1,0,0,High
3,6,2,0.018429103,0.002457214,0.006143034,0.015971889,37.39130435,2,11,63,Low
1,7,7,0.018416885,0,0,0.002455585,34.375,2,2,0,Low
1,3,3,0.020851732,0.00490629,0.00490629,0.013492297,47.47474747,2,5,0,Low
6,18,3,0.076986057,0.006110005,0.019552014,0.030550023,45.13274336,2,13,0,High
1,20,20,0.068042916,0.017010729,0.031591354,0.054677343,43.66729679,3,10,266,Low
4,12,3,0.043652766,0.002425154,0.013338345,0.007275461,45.07772021,2,9,0,Low
7,20,2.8,0.078352901,0.01687601,0.038573736,0.044600882,45.84837545,2,13,14,High
9,27,3,0.069451928,0.021554047,0.034725964,0.039515752,44.80519481,2,10,0,Low
1,65,65,0.084327046,0.034443441,0.055822129,0.059385244,39.82521848,2,14,21,Low
2,17,8.5,0.065028731,0.011823406,0.022464471,0.033105536,48.42615012,5,11,165,High
5,22,5.5,0.112331941,0.050315349,0.065526966,0.053825722,48.71531346,5,16,2117,Low
2,19,9.5,0.058238405,0.025624898,0.020965826,0.032613507,44.02654867,4,13,340,Low
8,52,6.5,0.144153702,0.026524281,0.068040548,0.083032533,44.91869919,3,12,344,High
3,19,6.3,0.037932342,0.012644114,0.020690369,0.026437693,42.72151899,2,13,13,Low
7,23,3.2,0.085747605,0.017149521,0.040015549,0.042302152,47.00193424,2,13,13,Low
5,12,2.4,0.059273444,0.006839244,0.0262171,0.029636722,41.72413793,2,13,13,Low
6,8,2.6,0.072608459,0.022690143,0.027228172,0.020421129,51.42231947,2,13,13,Low
9,14,1.5,0.096853391,0.027028853,0.057436313,0.046174291,50.5988024,2,13,13,Low
7,30,4.2,0.059466373,0.015708099,0.022440141,0.016830106,47.4801061,2,13,13,Low
1,14,14,0.048109197,0.014544641,0.014544641,0.014544641,61.71003717,2,13,13,Low
1,10,10,0.037922727,0.013384492,0.022307486,0.022307486,62.97577855,2,13,13,Low
5,24,4.8,0.063301682,0.007773891,0.009995002,0.031095563,36.56387665,2,13,13,Low
3,12,4,0.037651853,0.006644445,0.013288889,0.023255556,55.39568345,2,2.4,0,High
1,7,7,0.022112886,0.002211289,0.001105644,0.021007242,46.71052632,2,2.4,0,High
1,5,5,0.02318239,0.004415693,0.01324708,0.004415693,47.2972973,2,2.4,0,High
1,8,8,0.035276091,0.002204756,0.002204756,0.005511889,44.13793103,2,2.4,0,High
5,6,1.2,0.029719645,0.003302183,0.009906548,0.015410186,45.22292994,2,2.4,0,High
2,13,6.5,0.038413838,0.003292615,0.021950764,0.020853226,47.9020979,2,2.4,0,High
3,4,1.3,0.014252042,0.004385244,0.004385244,0.01205942,33.33333333,2,2.4,0,High
6,31,5.1,0.121798706,0.009787396,0.016312327,0.061986841,34.46191052,2,2.4,0,Low
1,3,3,0.017375629,0,0.007601837,0.005429884,45.86466165,2,2.4,0,Low
5,13,2.6,0.042259931,0.01083588,0.01625382,0.01625382,49.36708861,2,2.4,0,Low
1,7,7,0.050735667,0.008635858,0.020510163,0.019430681,49.33687003,5,5,322,Low
5,28,5.6,0.102993241,0.018238386,0.018238386,0.047205235,41.71779141,5,5,322,Low
5,18,3.6,0.084364755,0.007475358,0.024561891,0.040580515,43.1211499,5,5,322,Low
1,9,9,0.021323098,0.007463084,0.010661549,0.015992324,55.62130178,5,5,322,Low
4,24,6,0.11114169,0.025403815,0.034930245,0.049749137,49.26372155,5,5,322,Low
7,28,4,0.085238035,0.018941786,0.045249821,0.03683125,49.4488189,5,5,322,Low
1,5,5,0.019963226,0.003152088,0.015760441,0.010506961,47.27272727,5,5,322,Low
8,19,2.3,0.044989903,0.011509045,0.024064367,0.035573412,46.99331849,5,5,322,Low
13,52,4,0.15748521,0.024866086,0.036263042,0.067345649,41.88191882,8,8,1020,Low
7,38,5.4,0.139429977,0.013327865,0.02460529,0.079967193,43.53488372,8,8,1020,Low
6,32,5.3,0.082550295,0.028535904,0.040765578,0.029555044,51.62790698,8,8,1020,Low
1,6,6,0.057947441,0.001016622,0.006099731,0.024398922,36.98113208,8,8,1020,Low
3,19,6.3,0.033451936,0.011150645,0.01824651,0.023314985,42.72151899,2,13,13,Low
7,23,3.2,0.075667386,0.015133477,0.035311447,0.037329244,47.00193424,2,13,13,Low
5,12,2.4,0.052323885,0.006037371,0.023143257,0.026161942,41.72413793,2,13,13,Low
6,8,2.6,0.064130827,0.020040883,0.02404906,0.018036795,51.42231947,2,13,13,Low
9,14,1.5,0.085618143,0.023893435,0.05077355,0.040817952,50.5988024,2,13,13,Low
7,30,4.2,0.052590843,0.013891921,0.019845601,0.014884201,47.4801061,2,13,13,Low
1,14,14,0.042560773,0.01286721,0.01286721,0.01286721,61.71003717,2,13,13,Low
1,10,10,0.033561022,0.011845067,0.019741778,0.019741778,62.97577855,2,13,13,Low
5,24,4.8,0.056048851,0.006883192,0.008849819,0.027532769,36.56387665,2,13,13,Low
1,9,9,0.028465419,0.005889397,0.005889397,0.02061289,43.07692308,5,10,177,Low
10,5,1.6,0.026456841,0.008818947,0.008818947,0.016658011,43.75,5,10,177,Low
6,23,3.8,0.043954327,0.00683734,0.012697917,0.016604968,53.67231638,5,10,177,Low
14,35,3.1,0.078688907,0.010686148,0.026229636,0.045658995,36.65594855,5,10,177,Low
4,7,1.7,0.016496366,0.001940749,0.006792621,0.011644494,51.2,5,10,177,Low
6,21,3.5,0.059933493,0.009666692,0.023200062,0.027066739,43.57798165,5,10,177,Low
10,18,1.8,0.060629974,0.025021894,0.021172372,0.024059514,48.03921569,5,10,177,Low
5,36,7.2,0.108921013,0.020064397,0.041084242,0.056371402,50.18094089,5,10,177,Low
5,35,7,0.15802871,0.025549552,0.056776782,0.073809817,46.8722467,5,10,177,Low
3,6,2,0.024565382,0.005668934,0.011337868,0.006613757,54.11764706,2,5,0,Low
4,8,2,0.024519512,0.003772233,0.016975047,0.012259756,47.22222222,2,5,0,Low
5,6,1.2,0.019776432,0.005650409,0.005650409,0.012242553,55.48780488,2,5,0,Low
6,7,1.1,0.034740479,0.004694659,0.010328251,0.025351161,46.03658537,2,5,0,Low
3,9,3,0.027177988,0.005623032,0.013120408,0.015931924,47.27272727,2,5,0,Low
1,7,7,0.017784933,0.000936049,0.007488393,0.012168639,42.55319149,2,5,0,Low
17,37,2.6,0.144653388,0.02967249,0.044508735,0.07510849,42.3580786,2,5,0,Low
1,8,8,0.023137436,0.005552985,0.008329477,0.011105969,54.05405405,2,5,0,Low
4,7,1.7,0.032323605,0.004617658,0.011082379,0.022164758,47.85992218,2,5,0,Low
2,18,9,0.037772004,0.009212684,0.009212684,0.0175041,44.88448845,3,6,33,Low
4,12,3,0.023908925,0.008276166,0.011954463,0.011954463,49.31506849,3,6,33,Low
1,19,19,0.031189513,0.00642137,0.011008063,0.021098788,40.75342466,3,6,33,Low
3,11,3.6,0.017405962,0.006412723,0.006412723,0.004580516,40,3,6,33,Low
1,12,12,0.013724324,0.00365982,0.013724324,0.010979459,52.31788079,3,6,33,Low
2,16,16,0.041987276,0.010953202,0.013691503,0.013691503,44.59459459,3,6,33,Low
1,19,19,0.037266629,0.022723554,0.027268265,0.030904034,52.81553398,3,6,33,Low
7,44,7.3,0.052492963,0.011765664,0.023531328,0.018101022,44.00749064,3,6,33,Low
1,12,12,0.0379301,0.006321683,0.013546464,0.01535266,51.90839695,3,6,33,Low
1,9,9,0.022543441,0.006312164,0.004508688,0.020739966,51.91256831,3,6,33,Low
1,3,3,0.0234055,0.009002115,0.009002115,0.009002115,51.26903553,2,10,41,Low
2,6,3,0.029667188,0.007192046,0.002697017,0.004495028,44.37869822,2,10,41,Low
2,7,3.5,0.011675528,0.004490588,0.00718494,0.00718494,36.22047244,0,10,0,Low
2,3,3,0.013460762,0.000897384,0.003589537,0.008973841,42.57425743,2,10,41,Low
1,6,6,0.017920986,0.006272345,0.008960493,0.015232838,58.98876404,2,10,41,Low
8,21,2.6,0.095272863,0.026712018,0.042739228,0.050752834,55.02645503,2,10,41,Low
5,8,1.6,0.021347375,0.008005266,0.005336844,0.005336844,48.50746269,2,10,41,Low
1,11,11,0.016881086,0.004442391,0.008884782,0.00977326,50.35460993,2,10,41,Low
4,5,1.2,0.017752057,0.00621322,0.001775206,0.007100823,49.57983193,2,10,41,Low
1,5,5,0.018615371,0.004432231,0.011523801,0.01418314,54.71698113,2,12,41,Low
4,13,4.3,0.028308563,0.006192498,0.009731069,0.02034678,45.17374517,5,12,2275,Low
7,22,3.6,0.077425258,0.012317655,0.018476482,0.041352127,41.01838755,5,12,2275,Low
8,45,9,0.072539766,0.027967139,0.041950708,0.050690439,50.18050542,5,12,2275,Low
5,17,3.4,0.034004412,0.007847172,0.013950528,0.020925792,43.70860927,5,12,2275,Low
1,13,13,0.017420389,0.008710194,0.001742039,0.003484078,46.32352941,5,12,2275,Low
5,26,5.2,0.07275877,0.016457341,0.050238198,0.050238198,48.92086331,5,12,2275,Low
5,4,1,0.019895161,0.003460028,0.010380084,0.010380084,49.09090909,5,12,2275,Low
5,11,2.7,0.062954914,0.006899169,0.011211149,0.023284694,42.96875,5,12,2275,Low
7,8,1.6,0.030120223,0.0077452,0.013769245,0.0154904,55.09433962,5,12,2275,Low
2,16,16,0.036892454,0.006863712,0.019733173,0.018875209,43.28358209,5,17,2275,Low
9,35,3.8,0.12159347,0.037413375,0.062072191,0.051868543,50.42517007,3,17,86,Low
3,20,6.6,0.068526759,0.016920187,0.022842253,0.044838497,47.36024845,3,17,86,Low
1,12,12,0.047244227,0.005061882,0.026996701,0.03290223,43.35106383,3,17,86,Low
3,7,3.5,0.012637751,0.004212584,0.010952718,0.007582651,51.39664804,3,17,86,Low
5,9,1.8,0.010100415,0.003366805,0.008417012,0.008417012,55.81395349,3,17,86,Low
4,16,4,0.036920185,0.004195476,0.006712761,0.015103712,35.69739953,3,3.8,86,Low
1,7,7,0.015090796,0,0.004191888,0.008383776,44.14414414,2,3.8,0,Low
7,38,5.4,0.086645005,0.033325002,0.037490627,0.036657502,52.89156627,2,3.8,0,Low
1,8,8,0.021628456,0.005823046,0.014141683,0.009150501,58.88324873,2,3.8,0,Low
11,39,3.5,0.13448512,0.024751863,0.063529781,0.061879656,45.82210243,2,3.8,0,Low
6,22,3.6,0.040332206,0.004938637,0.009877275,0.024693187,42.10526316,2,3.8,0,Low
1,1,1,0.019733759,0.00493344,0.00657792,0.009866879,47.48201439,2,3.8,0,Low
1,13,13,0.02953628,0.004102261,0.009845427,0.010665879,48.80546075,2,3.8,0,Low
1,11,11,0.017201835,0,0.01146789,0.018840105,43.77880184,2,3.8,0,Low
2,14,7,0.044106116,0.006534239,0.017969158,0.022053058,48.32041344,2,5,0,Low
2,27,13.5,0.063501368,0.012211801,0.008141201,0.021981243,46.47577093,2,5,0,Low
7,25,4.1,0.04221396,0.006494455,0.011365297,0.019483366,41.60206718,2,5,0,Low
1,14,14,0.035646869,0.008101561,0.004860937,0.017823435,47.70318021,2,5,0,Low
5,17,3.4,0.019411037,0.004043966,0.004852759,0.016175864,51.10132159,2,5,0,Low
2,4,2,0.016967914,0.00403998,0.005655971,0.00403998,38.23529412,2,5,0,Low
9,38,7.6,0.050713205,0.007244744,0.024149145,0.035418746,47.90874525,2,5,0,Low
4,36,9,0.040921455,0.012035722,0.029688114,0.020861918,51.20879121,2,5,0,Low
3,22,7.3,0.05994006,0.015184815,0.023176823,0.025574426,50.46040516,2,12,0,Low
3,16,5.3,0.039855881,0.010362529,0.021522176,0.013551,56.58263305,2,12,0,Low
8,15,1.8,0.029426501,0.005567176,0.014315595,0.007953108,46.4516129,2,12,0,Low
1,5,5,0.022244113,0.003972163,0.004766596,0.005561028,52.02702703,2,12,0,Low
1,8,8,0.014286848,0.005555997,0.00634971,0.002381141,41.48148148,2,12,0,Low
3,9,3,0.030906022,0.003169848,0.007132159,0.014264318,45.24886878,2,12,0,Low
3,23,7.6,0.05289084,0.009472986,0.026050712,0.037891945,47.11191336,2,12,0,Low
2,9,4.5,0.01340546,0.007097008,0.007097008,0.007885565,47.33333333,2,12,0,Low
5,16,3.2,0.070629782,0.016480283,0.032960565,0.03217579,46.19883041,2,12,0,Low
1,9,9,0.012539775,0.004702415,0.00391868,0.006269887,57.14285714,2,12,0,Low
1,11,11,0.027374118,0.008603294,0.014078118,0.014078118,58.99280576,2,10,0,Low
4,10,2.5,0.008595697,0.007032843,0.004688562,0.004688562,48.41269841,2,10,0,Low
1,12,12,0.024968984,0.004681684,0.009363369,0.009363369,45.61403509,2,10,0,Low
3,12,4,0.025701935,0.007788465,0.012461544,0.014019238,52.96442688,2,10,0,Low
1,20,20,0.038838873,0.005437442,0.018642659,0.024080101,46.94960212,2,10,0,Low
7,10,1.6,0.008538384,0.0046573,0.005433517,0.00698595,41.66666667,2,10,0,Low
14,20,1.6,0.041017545,0.010060907,0.034052301,0.018573982,50.35128806,2,10,0,Low
5,9,1.8,0.010051728,0.003092839,0.005412469,0.006185679,43.41085271,2,10,0,Low
5,45,9,0.07458383,0.019991542,0.052285571,0.039983084,49.50859951,2,10,0,Low
7,12,2,0.027628337,0.011511807,0.009209446,0.013046715,41.87725632,2,6,0,Low
5,13,2.6,0.029100711,0.005360657,0.014550356,0.017613589,49.50819672,2,6,204,Low
5,16,3.2,0.026754728,0.008408629,0.011466312,0.012230733,46.9924812,2,6,204,Low
2,12,6,0.032041746,0.004577392,0.007628987,0.012969278,47.09897611,2,6,204,Low
10,34,3.4,0.076628352,0.022760897,0.031865255,0.036417435,54.60122699,2,6,204,Low
3,19,6.3,0.063490144,0.014360866,0.021163381,0.031745072,46.81238616,2,6,204,Low
5,8,1.6,0.006797429,0.00075527,0.005286889,0.006042159,49.10714286,2,6,204,Low
1,17,17,0.032406605,0.013565556,0.012058272,0.006029136,47.46835443,2,6,204,Low
6,8,1.3,0.031586547,0.01128091,0.019553577,0.013537092,53.02013423,2,6,204,Low
8,39,4.8,0.068855575,0.019459184,0.021704475,0.026943486,41.85733513,2,8,204,Low
1,14,14,0.032862798,0.015684517,0.01269699,0.010456345,54.24836601,3,8,0,Low
6,47,7.8,0.10229724,0.02891009,0.033357796,0.071163298,49.64221825,3,8,0,Low
5,16,3.2,0.032540046,0.009614105,0.01700957,0.022186395,47.09302326,3,8,0,Low
5,12,3,0.019201796,0.005908245,0.008862367,0.007385306,47.11538462,3,8,0,Low
8,18,2.2,0.050760301,0.012506161,0.025747979,0.035311514,50.2617801,3,8,0,Low
13,33,2.5,0.05565523,0.01684303,0.038079895,0.032953755,45.76757532,3,8,0,Low
1,6,6,0.017557079,0.003657725,0.008046994,0.005120815,50.64935065,3,8,0,Low
3,9,3,0.020447956,0.002190852,0.007302842,0.014605683,45.63492063,3,8,0,Low
3,6,2,0.023346247,0.00145914,0.003647851,0.006566132,44.80519481,3,8,0,Low
1,37,37,0.104282083,0.039829962,0.039829962,0.040554143,56.43656716,3,10,0,Low
5,9,2.2,0.011576921,0.004341346,0.001447115,0.002170673,50.3875969,5,10,182,Low
1,23,23,0.059076959,0.015129465,0.019452169,0.036022536,48.66562009,5,10,182,Low
9,13,1.4,0.022298789,0.004315895,0.007912474,0.015824947,43.27731092,5,10,182,Low
1,7,7,0.023706556,0.007183805,0.005028663,0.004310283,53.03030303,5,10,182,Low
3,11,3.6,0.042272695,0.006448377,0.011463782,0.017912159,43.24324324,5,10,182,Low
1,8,8,0.010738447,0.003579482,0.002863586,0.007158965,49.21875,5,10,182,Low
11,29,2.6,0.102442252,0.012805281,0.030590395,0.062603598,44.38722966,5,10,182,Low
4,60,15,0.072901258,0.014155584,0.038927856,0.027603389,49.25373134,5,6,182,Low
1,14,14,0.035304501,0.00564872,0.01129744,0.014121801,45.59585492,3,6,254,Low
4,10,2.5,0.029595806,0.005637296,0.011274593,0.015502565,58.4717608,3,6,254,Low
9,51,5.6,0.077719119,0.02170534,0.03430844,0.051812746,48.65403789,3,6,254,Low
1,5,5,0.009793977,0.002098709,0.005596558,0.005596558,52.98507463,3,6,254,Low
1,8,8,0.012580902,0.004193634,0.002795756,0.003494695,58.69565217,3,6,254,Low
5,12,2.4,0.031378127,0.00418375,0.009064792,0.020918752,47.43589744,3,6,254,Low
1,1,1,0.013231658,0.010446046,0.008356837,0.010446046,46.35416667,3,6,254,Low
4,12,3,0.011827568,0.004174436,0.004870175,0.004870175,47.74193548,3,6,254,Low
1,13,13,0.009731075,0.00208523,0.006255691,0.005560614,51.61290323,3,8,254,Low
1,3,3,0.010417752,0.001389034,0.003472584,0.006250651,40.8,2,8,0,Low
1,7,7,0.015259657,0.006242587,0.00901707,0.009710691,54.80769231,2,8,0,Low
7,7,1,0.024915564,0.004844693,0.008997287,0.018686673,47.73413897,2,8,0,Low
9,30,3.3,0.053070142,0.013784453,0.017919788,0.025501237,49.53560372,2,8,0,Low
3,7,2.3,0.013084318,0.000688648,0.006886483,0.006886483,43.38235294,2,8,0,Low
2,35,35,0.076015422,0.030132239,0.036295652,0.03218671,51.51515152,2,8,0,Low
4,17,4.2,0.040304951,0.006148213,0.012296426,0.011613291,50.24752475,2,8,0,Low
7,33,4.7,0.044256524,0.016340871,0.014979131,0.014979131,47.18693285,2,8,0,Low
3,6,2,0.00952368,0.000680263,0.00476184,0.006802629,37.93103448,2,8,0,Low
5,15,3,0.025137236,0.002717539,0.006114463,0.010870156,36.98630137,2,4.3,0,Low
5,29,5.8,0.056148231,0.016912118,0.029088843,0.027059389,49.71014493,5,4.3,0,Low
5,31,6.2,0.053915985,0.012131097,0.014826896,0.025610093,48.125,5,4.3,0,Low
1,10,10,0.014141224,0.000673392,0.002693566,0.007407308,48.55072464,5,4.3,0,Low
1,12,12,0.020848886,0.006052902,0.004707813,0.006052902,47.59615385,5,4.3,0,Low
1,11,11,0.036902597,0.004696694,0.012077214,0.012077214,58.06451613,5,4.3,0,Low
10,54,5.4,0.097992814,0.013998973,0.03599736,0.049329716,45.14652015,5,4.3,0,Low
6,18,3,0.041911706,0.003326326,0.010644243,0.016631629,45.13274336,2,13,0,High
1,20,20,0.037139219,0.009284805,0.017243209,0.029844015,43.66729679,2,13,0,High
4,12,3,0.023848641,0.001324924,0.007287085,0.003974773,45.07772021,2,13,0,High
7,20,2.8,0.042921006,0.009244524,0.021130341,0.024431957,45.84837545,2,13,0,High
9,27,3,0.038159401,0.011842573,0.019079701,0.021711383,44.80519481,2,13,0,High
1,65,65,0.046502793,0.018994099,0.030783539,0.032748446,39.82521848,2,13,0,High
2,17,8.5,0.035933386,0.006533343,0.012413352,0.01829336,48.42615012,2,13,0,High
5,22,5.5,0.062360339,0.027932235,0.036376864,0.029880996,48.71531346,2,13,0,High
2,19,9.5,0.032396639,0.014254521,0.01166279,0.018142118,44.02654867,2,13,0,High
8,52,6.5,0.080543313,0.01481997,0.038016444,0.046392948,44.91869919,2,13,0,High
3,8,2.6,0.012231865,0.002575129,0.007081606,0.002575129,44.87179487,2,13,0,Low
1,12,12,0.013508385,0.001929769,0.005146051,0.008362333,40.13157895,2,13,0,High
1,12,12,0.019277976,0.001927798,0.007068591,0.007068591,37.56906077,2,13,0,High
15,60,4.2,0.095764649,0.021068223,0.042774876,0.050436048,46.37931034,2,13,0,Low
1,7,7,0.0063793,0.00574137,0.007655161,0.00701723,50,2,13,0,High
5,19,3.8,0.043913522,0.005727851,0.01781998,0.019092836,52.25,2,13,0,Low
4,19,4.7,0.044430058,0.005712436,0.019041453,0.023484459,46.25267666,2,13,0,Low
5,16,3.2,0.041771094,0.011392117,0.022151338,0.025315815,51.55279503,2,13,0,Low
9,26,2.8,0.032199206,0.005682213,0.018309352,0.016415281,45.3271028,2,13,0,Low
3,11,3.6,0.017031047,0.002523118,0.002523118,0.004415457,49.68944099,3,17,19,High
1,2,2,0.007565346,0.002521782,0.002521782,0.003152227,41.86046512,3,17,19,High
1,4,4,0.008190576,0.003150221,0.005040354,0.005670399,46.61016949,3,17,19,High
10,54,5.4,0.093934346,0.023170472,0.038826196,0.043209799,44.23423423,3,17,19,High
3,10,3.3,0.012512747,0.003753824,0.001876912,0.010010198,47.27272727,3,17,19,Low
16,69,4.3,0.093875699,0.023624348,0.030462975,0.046005309,42.73281114,3,17,19,High
1,18,18,0.011180194,0.006832341,0.008695706,0.00993795,49.39759036,3,17,19,High
4,7,1.7,0.013653572,0.003723701,0.003103084,0.002482468,52.11267606,3,17,19,High
1,0,0,0.006824118,0,0.003101872,0.004962995,63.23529412,3,17,19,High
1,5,5,0.010537473,0.001239703,0.006198514,0.00433896,50.70422535,2,0,0,High
1,3,3,0.006814268,0.004336352,0.00557531,0.002477916,65.38461538,2,0,0,Low
2,21,10.5,0.028432797,0.006799147,0.02163365,0.02163365,46.34146341,2,0,0,High
3,12,4,0.023456211,0.003703612,0.005555418,0.008024493,48.37398374,2,0,0,Low
6,13,2.1,0.010486189,0.001850504,0.002467339,0.003701008,31.20567376,2,0,0,Low
1,12,12,0.013558069,0.001848828,0.003081379,0.006779034,43.97590361,2,0,0,High
1,8,8,0.003696379,0.000616063,0.002464253,0.002464253,40.29850746,2,0,0,Low
4,11,2.7,0.02766847,0.010452533,0.009222823,0.012297098,47.26224784,2,0,0,High
6,17,2.8,0.020860687,0.011043893,0.018406489,0.010430344,53.2808399,2,0,0,High
7,43,6.1,0.063455648,0.023795868,0.043320683,0.046371435,52.64735265,3,10,23,High
3,7,2.3,0.010973402,0.005486701,0.006096334,0.004877067,38.21656051,3,10,23,High
4,28,7,0.058918929,0.009718586,0.019437172,0.032192817,38.26086957,3,10,23,Low
1,5,5,0.004857493,0.001214373,0.00546468,0.00364312,52.17391304,3,10,23,Low
5,15,3,0.034545664,0.004848514,0.006666707,0.010909157,44.3148688,3,10,23,High
1,9,9,0.015139954,0.003027991,0.006055981,0.005450383,47.2972973,2,1.9,0,Low
1,10,10,0.012708787,0.001815541,0.003631082,0.005446623,39.37007874,2,1.9,0,Low
1,10,10,0.008465864,0.004837637,0.004232932,0.006651751,45.13888889,2,1.9,0,Low
6,15,2.5,0.017510068,0.003018977,0.007245545,0.009056932,45.98540146,2,1.9,0,Low
3,12,4,0.033751002,0.003616179,0.00843775,0.014464715,44.3148688,2,1.9,0,Low
6,8,1.6,0.029475103,0.003609196,0.004812262,0.015038318,48.10495627,10,18,1717,Low
3,4,1.3,0.01322481,0.003005639,0.003606766,0.004207894,46.66666667,10,18,1717,Low
5,5,1,0.010213461,0.001201584,0.000600792,0.005407127,40.81632653,10,18,1717,Low
1,8,8,0.015601841,0.00720085,0.004200496,0.005400637,54.20560748,10,18,1717,Low
1,4,4,0.015590614,0.002998195,0.005396751,0.005396751,49.23076923,10,18,1717,Low
1,18,18,0.019167645,0.002994945,0.007187867,0.008385845,45.58823529,10,18,1717,Low
2,6,3,0.020347098,0.001795332,0.001196888,0.007181329,42.68292683,10,18,1717,Low
1,10,10,0.011361326,0.002391858,0.002391858,0.004185752,45.69536424,10,18,1717,Low
4,10,2.5,0.01015738,0.001792479,0.003584958,0.00418245,48.95104895,2,2.1,0,Low
1,9,9,0.013134799,0.001791109,0.002985182,0.006567399,48.20143885,2,2.1,0,Low
4,13,3.2,0.016694491,0.005962318,0.007751014,0.011328404,49.2248062,2,2.1,0,Low
5,10,2,0.012513855,0.001787694,0.004171285,0.005958978,43.24324324,2,2.1,0,Low
1,1,1,0.014290052,0.002977094,0.003572513,0.004763351,54.60992908,2,2.1,0,Low
1,10,10,0.016062823,0.001189839,0.001784758,0.008923791,45.16129032,2,2.1,0,Low
1,0,0,0.011294666,0.004755649,0.004755649,0.004755649,71.11111111,2,2.1,0,Low
3,9,3,0.012475346,0.002376256,0.004158449,0.004752513,40.625,2,2.1,0,Low
1,4,4,0.012465497,0.005935951,0.006529546,0.007123141,49.27536232,8,8,0,Low
1,0,0,0.013046779,0.005337319,0.010674637,0.007116425,58.49056604,8,8,0,Low
3,8,2.6,0.008889837,0.002370623,0.004148591,0.004741246,51.28205128,8,8,0,Low
3,10,5,0.021898545,0.000591853,0.002959263,0.010653346,36.39846743,8,8,0,Low
9,35,3.8,0.02420407,0.017119952,0.018890981,0.014168236,52.58799172,8,8,0,Low
1,7,7,0.016516153,0.003539176,0.005308764,0.006488489,50.34482759,8,8,0,Low
2,12,6,0.010019804,0.004125802,0.008251603,0.004715202,43.68421053,8,8,0,Low
1,6,6,0.011188317,0.005299729,0.007655164,0.010010599,60,3,3.9,0,Low
2,12,6,0.022336649,0.006465872,0.003526839,0.012931744,35.19061584,3,3.9,0,Low
3,6,2,0.007049038,0.00117484,0.004111939,0.004699359,48.85496183,3,3.9,0,Low
1,9,9,0.012325752,0.005282465,0.002934703,0.007043287,56.66666667,3,3.9,0,Low
1,3,3,0.00528107,0.001760357,0.000586786,0.001173571,52,2,16,0,High
1,9,9,0.011142061,0.002932121,0.002345697,0.002932121,40.76923077,2,17,0,High
7,21,3,0.036842536,0.006432824,0.014035252,0.018128867,48.30339321,8,14,13750,High
5,10,2,0.028028215,0.004087448,0.007007054,0.011678423,48.7544484,2,13,0,High
1,9,9,0.008751816,0.007584907,0.004667635,0.002917272,53.69127517,2,11,0,High
3,11,3.6,0.024464119,0.00582479,0.010484623,0.012814539,49.84227129,2,7,0,High
10,26,3.2,0.044712331,0.011032913,0.022646505,0.026711263,36.46677472,3,10,809,High
1,0,0,0.015085494,0.006962536,0.001160423,0.005221902,66.90647482,2,11,0,High
3,12,4,0.009272943,0.005216031,0.012750297,0.007534266,49.09090909,2,11,0,High
1,10,10,0.010423242,0.004632552,0.005211621,0.004053483,39.76608187,2,16,0,High
2,12,6,0.010414135,0.004628505,0.004628505,0.003471378,50.57471264,2,4.2,0,High
6,15,2.5,0.031187913,0.001732662,0.009818417,0.01617151,48,3,4.2,17,High
1,2,2,0.014427266,0.003462544,0.006347997,0.003462544,63.94557823,2,5,0,High
1,9,9,0.012683844,0.00345923,0.005188845,0.00691846,42.47311828,3,4.2,0,High
2,6,3,0.010369858,0.001152206,0.004608826,0.002880516,37.58389262,3,9,0,High
6,8,1.3,0.012086331,0.002877698,0.006330935,0.003453237,52.22222222,2,4.2,0,High
1,36,36,0.070505288,0.011464274,0.006878565,0.020635694,33.29223181,2,5,0,High
3,10,3.3,0.014318196,0.002863639,0.00801819,0.005154551,45.45454545,2,5,0,High
2,10,5,0.009157928,0.001144741,0.005151335,0.004578964,45.16129032,2,5,15,High
1,16,16,0.018293868,0.002286734,0.008575251,0.009718617,47.65957447,2,5,0,High
4,10,2.5,0.006284457,0.005141829,0.003427886,0.003427886,48.41269841,2,10,0,Low
1,12,12,0.018262443,0.003424208,0.006848416,0.006848416,45.61403509,2,10,0,Low
3,12,4,0.018807813,0.005699337,0.009118939,0.010258807,52.96442688,2,10,0,Low
1,20,20,0.028441249,0.003981775,0.013651799,0.017633574,46.94960212,2,10,0,Low
7,10,1.6,0.006253766,0.003411145,0.00397967,0.005116718,41.66666667,2,10,0,Low
14,20,1.6,0.030066316,0.007374757,0.024960715,0.013614936,50.35128806,2,10,0,Low
5,9,1.8,0.007369823,0.002267638,0.003968366,0.004535276,43.41085271,2,10,0,Low
5,45,9,0.05476544,0.014679396,0.038392267,0.029358793,49.50859951,2,10,0,Low
7,12,2,0.020297127,0.008457136,0.006765709,0.009584755,41.87725632,2,10,0,Low
5,16,3.2,0.019706985,0.006193624,0.008445851,0.009008908,46.9924812,4,5,225,Low
